average_rating,# num_pages,ratings_count,text_reviews_count
3.39,443,232,17
3.81,305,350,24
3.81,394,1948,64
3.81,264,11,0
4.29,1120,64,6
3.83,301,9,1
3.76,129,172319,4526
3.76,224,680,54
3.94,301,3336,100
3.4,80,9,2
3.76,144,216,29
3.82,190,107,9
4.09,400,1360,40
4.1,96,455,29
4.07,352,119,10
4.04,384,183,15
4.16,288,1167,24
4.25,412,105,13
3.97,1312,9005,274
3.97,1258,31,6
3.97,680,35,4
3.57,96,202,18
3.97,691,2,1
4.31,304,7726,654
4.03,320,3771,245
3.91,201,30,3
3.91,230,6979,476
3.91,6,9,4
3.85,96,394,19
3.74,80,1124,40
3.8,67,727,25
3.87,96,254,13
3.8,80,6834,204
3.83,96,2119,71
3.78,80,397,17
3.32,208,455,40
3.68,240,159,32
4.61,336,79,0
3.74,398,58422,1709
3.4,238,21893,734
3.4,238,87,8
3.25,240,108,9
3.72,192,48490,2257
3.9,279,3081,266
4.13,444,638,104
3.68,287,8686,1061
4.04,374,182,28
3.9,314,18,2
4.04,528,272,20
3.62,176,1552,91
3.87,336,471,58
3.91,188,6230,287
3.92,144,993,52
3.9,217,6704,234
4.3,342,225,57
3.73,247,115,14
4.3,352,2218,296
3.92,510,213,2
3.54,368,1309623,47291
3.54,13,111,41
4.18,534,7203,115
4.21,358,8663,418
4.17,240,5756,154
4.15,128,357,19
3.78,137,319,23
3.93,254,38,2
4.13,752,3084,186
4.2,500,93,9
4.13,1040,52,5
4.38,645,12340,1635
4.22,40,8504,477
4.22,37,713336,9878
4.22,36,25,4
4.17,704,14222,159
3.85,352,558,37
3.78,308,23,0
4.17,256,1420,58
3.87,264,250,33
3.56,634,7586,183
3.48,368,3940,288
3.91,468,10062,238
3.95,567,59658,1413
3.94,728,3114,107
4,549,17,1
3.84,595,10510,130
3.78,464,59145,533
4.16,48,305,45
3.94,288,1729,19
2.97,288,158,22
3.91,288,1016,100
3.69,144,57,7
3.74,168,121,12
4.01,192,190,16
3.98,168,40,3
3.61,144,120,13
3.65,144,47,2
3.75,144,44,5
3.64,168,42,4
4.11,291,11984,933
4.2,176,75,9
3.79,160,6067,602
3.93,250,2111,94
4.01,500,18537,757
3.93,250,78,15
4.18,750,51824,960
3.67,720,8,0
4.05,990,37878,440
3.98,336,1238,12
3.76,366,4039,38
3.83,336,632,11
3.64,625,16982,435
4.06,1273,38091,419
3.87,384,1284,24
3.75,640,14,2
3.95,352,809,12
3.82,368,565,11
3.95,208,55,0
3.75,368,1730,18
4,192,3236,15
3.85,432,1166,11
3.9,432,1507,23
3.82,1137,20248,369
3.7,368,7987,32
3.76,326,431,4
3.67,928,135,9
3.67,930,3,0
3.67,640,21488,473
4.22,192,22,1
4.06,384,15,1
3.86,139,380,21
4.25,412,4,0
3.67,2,0,0
5,2,3,0
4.5,2,0,0
5,2,2,0
4.19,536,35,2
3.37,451,6665,1065
4.22,341,6696,350
3.88,448,14920,92
4.18,401,4809,162
3.85,322,9497,726
4.47,756,230,26
4.42,1397,1370,108
4.43,992,328,37
4.43,992,8986,446
3.73,304,340,13
3.94,308,1567,82
4.08,406,535,36
4.22,578,9117,431
3.76,278,1692,139
3.98,315,3030,256
3.85,264,65,10
4.11,208,1581,102
4.2,336,1,0
4.38,256,7,1
3.91,490,1333,28
3.98,345,158,6
3,400,2,0
3.37,139,27,0
3.69,152,32,1
4.19,240,2637,167
4.17,294,1532,112
3.77,624,24,2
4.2,294,2784,46
3.88,296,4597,124
4.17,294,3759,55
3.91,336,1349,59
4.22,293,3155,54
4.13,336,2859,55
3.97,320,2540,93
3.9,330,3651,93
3.38,179,107,8
3.41,181,101,5
3.49,187,105,10
3.38,185,182,16
2,892,2,0
4,192,236,23
3.73,248,694,39
3.65,320,73,2
3.64,437,595,65
3.38,100,116,12
3.42,416,203,28
3.38,318,0,0
3.77,291,220,20
3.65,510,1814,125
3.97,280,11,1
4.31,474,297,8
4.24,428,305,6
4.26,480,186,6
4.27,413,322,10
4.17,403,444,20
4.27,512,250,6
3.42,352,12,1
3.88,191,1697,252
3.41,192,1157,84
3.76,320,1788,58
3.97,366,7762,164
3.86,237,1064,37
3.72,131,2247,63
3.51,0,42,12
4.38,144,8,3
3.62,64,13,1
4.33,88,3,0
3.2,64,5,1
2.5,972,2,0
3.55,340,11,3
3.78,131,9,2
4.23,303,167,16
4.1,234,4304,415
3.95,319,314,20
4,345,358,34
4.19,445,2316,228
4.31,673,266,10
4.02,384,2354,206
3.99,306,4787,411
4.14,416,2830,250
3.83,416,1444,170
4.15,356,3906,304
4.04,384,2656,241
3.98,421,3045,306
4,310,3717,307
3.43,69,252,21
3.65,524,10459,261
3.74,624,54,2
3.67,667,11952,158
3.66,733,12802,199
4.21,256,273,9
3.38,246,42,5
3.75,272,4,2
3.68,312,40,3
3.87,233,48,5
3.98,197,30,2
4.5,907,1,0
3.77,501,2,0
3.71,448,813,99
3.9,242,226,14
4.07,498,878,53
3.91,144,543,46
3.56,114,64,7
4.23,95,9,1
4.08,74,324,19
4.23,172,1,0
4.12,818,428,9
4.19,720,51,11
4.3,67,21780,415
3.89,276,22399,636
3.99,143,210,19
3.67,192,455,33
3.61,146,277,7
3.97,32,369,40
4.38,62,33,4
4.2,32,73,10
3.83,320,3,0
3.94,2,16,4
4.02,200,3,0
2.57,251,3,3
3.99,256,51,5
4.19,195,3748,66
4.4,265,1211,31
4.37,203,947,14
3.97,492,30,2
3.08,368,26,6
3.46,176,434,55
4.23,622,332,37
3.75,56,3,0
4.14,96,449,31
4.37,898,1124,18
4.23,515,169,12
4.03,416,159,23
3.79,579,40763,1263
3.83,850,38,6
3.78,310,2276,57
4.02,240,1867,148
4.23,160,171,18
4.16,85,1648,86
3.9,224,29,1
4.12,256,56,5
4.11,288,1043,77
4.17,209,976,100
4.26,1504,27,4
4,324,9,0
5,2,0,0
4.2,40,3099,198
4.22,32,5021,282
4.27,32,6528,341
3.81,344,77,2
4.17,386,879,33
4.05,288,295,8
4.14,816,217,15
4.7,2198,4092,192
3.74,256,399,14
4.05,80,107,10
4.06,48,42,18
4.06,183,107,6
3.92,432,151,13
4.13,320,6627,191
3.74,416,121,19
3.76,128,48,4
4.13,166,13,0
4.29,441,28,2
3.46,320,35,8
4.3,368,19,1
3.89,130,281,22
3.79,372,2500,29
4.1,192,112,1
3.85,384,3403,29
3.89,400,1203,23
3.93,182,413,1
3.67,277,1065,54
3.77,256,520,17
4.22,304,734,8
4.1,500,211,15
4.07,352,7,1
4.75,256,4,0
3.38,270,13,0
3.46,309,225,33
3.55,320,50,6
3.62,315,21,3
3.34,320,58,6
3.34,306,34,6
3.87,560,2045,155
4.02,745,2930,173
3.77,305,278,38
4.14,811,9837,217
5,372,2,0
5,512,1,0
2.75,24,4,1
3.98,1,317,12
4.06,466,13029,794
4.12,212,17,1
3.8,72,4,0
4.13,317,2481,161
4.04,368,1264,51
4.1,184,228,18
4.16,688,7538,118
4.3,310,22959,941
4.38,544,3524,95
3.91,672,2135,52
4.19,471,21253,882
4.02,672,4568,257
4.29,366,3699,95
3.97,496,719,87
4.17,672,874,77
4.06,720,1746,84
3.98,825,88,12
4.15,104,758,47
4.13,95,523,64
4.3,63,75,5
3.69,233,5,3
2,32,1,1
4.13,251,1486,115
3.9,346,551,33
4.09,384,59,8
4.14,162,3875,143
3.9,416,1942,84
3.89,592,218,15
4.01,560,228,16
4.15,786,164,15
3.84,192,89,9
3.77,352,294,27
3.85,264,459,46
4,136,3,0
3.59,76,19,3
4.14,96,1315,65
4.01,64,1,0
3.91,261,1584,63
3.68,230,1924,189
3.94,420,293,29
3.55,198,55,11
3.75,256,65,2
4.47,465,62,3
4,252,9,1
4.02,301,429,45
3.89,494,18,3
4.39,192,423,44
3.93,352,1076,32
3.71,432,1357,49
5,128,0,0
4.24,808,3485,68
4.07,286,2681,163
3.79,268,8322,629
4.05,240,4684,426
3.2,160,103,8
3.98,384,2435,218
4.12,364,1408,94
3.6,372,839,115
3.91,309,447,40
3.96,626,162,14
3.76,528,301,29
4.25,40,7903,289
3.69,146,2694,222
3.7,184,1406,49
4.08,344,259,8
4.13,140,13388,528
4.17,784,19345,12
4.28,160,17506,554
4.29,231,25300,763
3.97,128,115639,2779
4.1,143,15220,531
4.28,190,21085,622
4.13,190,31926,886
4.19,166,20189,597
3.76,132,335,29
4.02,469,28116,1075
4.37,1326,39,4
3.58,128,4288,265
4.06,40,0,0
4.02,227,57971,2571
4.05,306,95008,901
3.76,0,46,12
3.96,11,101,33
4.08,464,23052,380
4.02,0,27,3
3.82,9,111,24
3.81,0,7,1
4.03,5,28,4
3.99,8,99,13
3.99,460,46,4
4.37,896,46116,1194
3.72,340,2030,213
4.06,368,4155,120
3.7,352,771,101
3.5,291,548,36
3.93,368,2068,63
3.81,416,905,42
3.88,320,1262,40
3.75,307,595,24
3.79,416,662,41
3.73,352,837,28
3.85,10,799,48
3.85,11,15,6
4.17,13,118,23
4.16,9,100,20
4.1,12,205,53
4.12,12,190,27
4.11,11,162,34
4.2,15,108,32
4.15,12,127,28
3.6,1,4,1
3.82,0,56,11
4.24,0,75,3
3.87,0,23,3
3.89,0,2,0
4.1,4,13,2
3.63,289,4836,279
3.7,278,6338,631
3.66,270,336,35
3.53,285,1138,97
4.15,278,103375,3780
3.51,240,39,3
3.7,332,322,13
3.08,278,666,68
3.74,351,15841,395
3.42,277,3832,197
3.72,352,185,12
3.61,300,57,7
3.56,323,96,2
3.7,318,17,0
3.8,288,59,11
3.55,254,58,3
3.7,227,474,8
3.96,200,96,13
3.53,0,3,0
4.18,416,105317,2735
4.18,455,27,0
4.18,401,43,3
4.18,527,286,48
4.17,512,20987,806
3.38,240,2824,255
4.09,375,15965,597
3.95,282,28386,1483
4.09,369,128927,6125
4.09,461,8,1
3.54,1,0,0
3.75,348,68551,1733
3.84,448,600,53
3.3,234,10,1
3.5,292,46,3
4.14,393,37791,1772
4.1,418,50132,1995
4.11,420,23365,1016
4.19,404,18083,912
4.1,422,22850,803
4.12,549,19851,652
3.5,384,21,4
4.1,376,73,19
3.5,384,1241,80
3.54,319,24574,2595
4.17,14,173,34
4.09,15,4,0
4.09,3,15,2
4.05,3,124,27
4.16,14,61246,1520
4.17,14,4,0
4.21,12,133,25
4.19,13,53,15
4.17,6,10,3
4.09,14,6,1
4,5,40,14
4.09,14,3,1
4.17,14,16,4
4.17,14,3,2
4.09,14,11,1
4.09,14,18,4
4.17,14,1,0
3.69,224,70,9
3.45,272,1555,92
3.45,337,20,6
3.44,323,17,4
3.8,128,1290,133
4.1,448,275,33
3.38,244,236,16
3.18,399,253,14
4.27,504,16,1
4.26,398,673146,13252
4.12,236,17184,302
3.69,306,123,14
4.26,480,39,8
3.54,310,444,24
3.67,768,744,60
4.26,374,235,35
4.26,420,21,1
3.89,363,81,11
4.26,283,451,70
3.65,388,4364,502
3.59,448,1113,69
4.1,448,2497,60
3.6,368,1719,188
4.16,448,2558,65
4.13,416,5299,151
3.94,401,2151,77
3.78,512,1091,42
3.54,510,3,1
3.85,435,262,22
3.98,248,4,1
3.99,539,9,2
4.25,6,16,1
4.25,13,48,19
4.25,6,37,8
4.26,0,11,1
4.12,4,17,0
4,0,1,0
4.13,0,3,0
4.26,0,15,1
4.05,0,1,1
4.17,400,15,2
4.14,0,111,16
4.02,473,148,39
3.93,0,41,9
3.81,12,78,18
4.14,19,20,5
3.44,0,16,2
3.99,447,390272,22826
3.97,336,35,1
3.96,416,15801,475
3.35,288,1515,49
3.7,369,11872,316
4.37,406,97,6
3.71,544,5017,205
4.37,448,177,17
3.82,304,3074,206
3.82,361,3,0
3.82,480,7,1
4.37,496,67,5
3.64,294,161,14
3.54,96,74,5
3.65,320,1006,53
3.72,272,202,34
3.92,201,639,62
3.76,288,450,18
3.65,272,145,28
3.7,256,184,37
3.44,356,51654,1249
4.29,0,106,3
3.75,400,3,0
3.66,107,1620,33
4.01,400,26,4
3.52,213,91,10
3.78,416,44,6
4.01,471,171,23
3.89,285,22,3
3.85,342,13,2
3.84,544,18,1
3.7,232,344,38
4.02,320,4455,485
3.39,211,33,3
4.11,768,1097,48
3.79,272,1066,88
3.92,176,10,1
4.19,336,194,6
4.15,380,3905,119
3.96,295,1490,136
3.81,318,23,3
3.96,406,568,16
3.72,336,333,11
4.21,272,6467,594
4.25,173,40,7
4.25,0,212,48
4.08,294,5255,902
3.31,111,111,20
4.03,208,6648,402
4.03,192,2762,155
3.52,293,55,5
3.59,192,7840,136
3.51,224,53230,2245
3.55,240,16202,411
3.71,224,17665,205
3.5,336,1930,294
3.96,248,116,18
3.65,204,46,9
4.1,320,305,35
3.59,416,2128,137
4.01,308,36066,752
4.24,393,4900,159
4.08,416,8706,253
4.03,345,161054,4396
3.98,330,17511,1322
4.02,32,1248,185
4.13,296,8043,293
3.65,88,23,3
3.85,150,3853,136
3.67,151,2737,90
3.89,192,612,29
3.72,192,212,19
3.95,256,497,22
3.8,384,2072,82
3.76,186,1917,244
3.76,186,260685,12034
3.82,274,686,111
4.86,210,5,0
3.72,262,5873,613
3.64,268,1597,143
4.05,288,932,104
3.67,496,18,1
2.8,224,21,2
3.64,224,911,108
3.27,320,54,9
4.1,784,27,6
4.1,452,54,9
3.92,289,49342,1647
3.61,262,63149,2080
3.82,320,53531,2505
3.42,297,5305,328
3.69,293,1457,108
3.59,419,75255,3663
3.51,176,8326,422
4,297,54799,2252
3.59,14,54,23
3.57,233,212,15
3.69,320,89,1
3.59,416,166,15
3.92,365,14,0
3.59,442,112,11
3.59,442,31,4
3.57,253,10,1
3.83,291,9167,332
3.83,152,794,40
4.34,176,254,22
3.69,279,350,32
3.5,282,8182,200
3.48,352,6,3
3.48,311,160,13
3.48,320,110,5
3.87,367,37313,1767
3.9,339,12637,306
3.68,371,15943,1246
4.06,224,29648,533
3.79,308,17197,375
3.84,304,17658,340
3.89,271,185418,5313
3.75,208,98,19
3.79,258,59,4
4.26,1,1539,190
4.03,64,280,30
4.22,95,12206,195
4.07,56,13382,894
3.84,46,1627,163
4.05,120,2036,46
3.95,224,8669,364
3.44,80,664,37
3.4,144,659,39
4.06,144,7371,118
3.79,224,2017,96
4.09,192,5158,218
3.75,320,3805,258
4.22,208,5791,122
4.26,203,1308,50
3.97,93,3601,91
3.79,128,4168,114
3.96,96,5019,140
4.22,1096,2861,95
3.52,240,409,56
3.56,55,1251,66
4.1,216,50214,1392
3.85,160,2,0
3.96,96,6,2
3.91,222,15,2
4.16,256,2265,73
3.77,112,1738,45
4.19,288,3238,82
4.22,232,3941,84
3.84,160,2269,346
4.17,104,3823,73
4.24,224,3811,61
3.68,100,59,7
4.19,240,4224,67
3.75,282,586,85
4.22,144,33615,833
4.34,208,15174,277
4.4,144,13016,187
4.41,144,11106,140
4.39,133,13014,142
4.47,140,9645,85
4.51,144,10070,171
4.43,144,10076,85
4.32,144,12298,83
3.76,249,1755,141
4.12,592,324,21
4.12,569,28037,762
4.33,200,25,1
4.12,16,19,5
3.84,343,152,5
3.64,312,55,3
3.87,399,995,36
3.99,134,31,3
3.71,272,68,5
3.99,576,760,71
3.99,703,73943,1265
3.9,240,5537,190
3.83,73,9630,191
4.01,573,494,28
4.27,674,74,10
4.24,491,3258,403
4,256,24,1
3.98,592,801,37
4,176,167,16
3.93,416,143,9
4.56,363,119,6
4.04,368,145,13
3.84,352,74,10
3.45,320,312,40
3.65,256,219,28
3.63,288,152,14
3.79,254,121,21
4.02,745,16,5
3.71,448,617,73
3.72,270,5232,472
4.19,352,82,4
4.02,318,293,25
4.11,384,9822,552
4.23,282,54,5
4.28,686,344,38
3.96,231,2223,222
3.86,175,886,36
4.11,224,238,23
3.79,512,280,35
3.56,160,569,71
3.65,384,574,21
4.41,80,2554,126
3.75,458,771,94
3.28,301,679,104
3.17,202,2183,181
4.19,380,448,39
3.93,204,25740,1016
3.46,188,1791,135
4.09,352,1084,52
3.93,299,37,1
4.1,288,59270,2332
4.22,450,614,33
3.51,165,1502,89
3.71,422,61,3
3.94,448,45,3
4.21,212,441,11
4.13,925,45,4
3.98,164,8919,297
3.9,172,12,1
4,224,957,26
3.86,215,239,10
3.31,176,155,24
3.84,96,4090,146
3.92,253,1459,120
3.93,426,893,66
3.68,272,2242,128
4.07,58,24698,326
3.37,384,51,9
3.71,368,36227,812
3.71,394,313,38
3.64,450,669,68
4.09,203,218,28
3.7,0,0,0
3.98,250,60,4
3.67,272,49,6
3.91,440,19092,569
3.8,448,572,76
3.7,389,28444,644
3.78,391,296,7
4.01,416,434,19
4.11,299,528,32
3.64,213,73,5
3.5,272,55,5
4.36,206,5787,54
3.69,448,269,28
3.8,560,55,0
3.78,648,152,9
3.69,593,11,4
3.8,592,33,5
3.51,304,386,43
3.95,626,598,53
3.95,595,200,20
3.39,332,11,2
3.8,608,6,0
3.95,563,6,1
3.78,648,12,2
3.95,594,7,0
3.75,477,15,1
3.78,489,323,12
3.78,518,94,3
3.75,480,34,0
3.95,560,179,4
3.7,314,61,7
3.66,312,4601,82
4.26,192,14,0
4.27,192,13,0
4.28,185,12,2
4.27,192,10,1
4.29,192,12,1
4.29,192,13,0
4.26,192,11,1
4.29,192,11,1
4.25,192,11,0
4.26,192,12,1
4.3,192,11,1
4.28,192,13,0
4.27,192,37,3
4.28,185,12,1
4.28,192,12,1
4,216,33,1
4.04,200,27,0
4.48,408,31,1
4.24,416,36,0
4.25,408,33,0
4.29,408,34,1
4.38,408,33,0
4.12,208,74,4
3.99,400,132,8
4.09,176,0,0
4.12,200,1083,18
4.14,192,4,0
3.55,174,396,27
4.02,672,11016,144
3.97,479,172,3
4.15,617,4450,65
4.15,743,103,1
3.99,480,4888,97
3.97,496,15073,106
3.9,486,1104,36
4.08,518,5356,88
3.84,192,488,40
3.5,80,2,0
3.89,215,17,1
3.63,264,6600,739
3.82,182,2517,231
3.87,166,5501,788
3.79,286,49141,3733
3.83,352,11612,948
4.35,486,19625,377
3.75,336,17134,497
4.35,566,432,28
4.18,136,1237,44
4.46,462,3038,100
4.31,680,4398,165
4.31,762,863,55
3.62,295,1405,65
3.83,183,3414,331
4.11,187,1522,77
4.31,806,54,3
3.36,399,1,0
3.73,368,33,0
3.68,341,28,1
3.87,352,61,2
3.97,372,153,6
3.98,400,64,1
4.22,448,521,23
4.21,384,619,24
4.1,288,45,3
3.83,160,842,31
4.31,186,6163,82
4.07,169,140,8
4.43,432,184,13
3.62,352,366,32
3.72,329,2063,183
3.84,352,709,45
4.04,534,1147,48
4.24,631,1718,230
4.13,744,234,11
3.87,352,517,44
3.96,354,491,70
4.13,640,1383,126
3.79,384,277,17
3.63,178,785,55
3.32,242,395,34
3.74,165,11360,796
3.52,528,21,4
3.96,401,70,5
3.39,208,1056,44
3.24,176,3444,279
3.71,288,536,16
3.58,205,47,3
3.73,284,362,22
3.48,212,768,32
4.1,159,220,15
4.1,220,2974,39
3.95,119,75,6
3.57,351,219,10
3.94,320,92,3
4.02,80,19,1
3.85,229,106,11
3.85,248,3396,148
4.12,657,646,19
4.12,755,665,43
4.05,95,9,1
3,86,3,0
3.6,165,628,53
3.62,216,450,19
3.6,152,181,13
3.46,142,24,0
3.35,741,33,2
3.8,176,333,22
4.03,504,44,4
3.77,199,28,2
2,256,1,0
3.84,320,215,12
4.05,96,2086,213
3.78,32,4,1
4.08,304,665,52
3.12,288,1352,173
3.8,271,7634,934
3.12,224,10,2
3.39,304,4065,521
3.71,176,148,15
3.83,344,26923,1015
4.17,268,10886,365
3.69,309,59613,1675
3.74,345,73592,2360
3.54,288,19183,879
3.67,96,9330,211
3.77,328,20562,734
4.17,316,30018,657
4.15,263,31501,652
3.69,357,12297,432
3.5,215,3048,277
3.84,185,57087,3242
3.62,240,222,23
3.44,230,13620,978
3.93,210,14438,1176
4.11,170,1414,62
3.73,288,41,0
3.62,352,524,33
3.61,352,635,34
3.58,391,243,27
3.89,292,2343,164
3.7,369,405,20
3.58,256,876,71
3.67,338,379,16
3.63,320,4750,581
3.8,243,666,67
4.06,352,333,16
4.28,240,88,11
4.13,240,498,40
4.4,424,5,0
5,350,1,0
3.85,369,769,47
3.85,492,320,31
3.85,8,52,11
3.5,80,4,1
3.92,239,2950,234
3.88,176,410,44
3.85,208,391,37
4.04,563,22,2
4.04,238,34,6
3.79,350,12,0
3.79,248,14661,811
4.58,296,176,9
4.53,407,423,24
4.38,432,707,35
3.54,270,24,1
3.58,176,17,2
3.97,364,9644,409
3.71,315,6205,766
3.67,208,310,38
4.15,14,408,26
3.56,32,147,23
3.8,280,1025,23
3.68,256,702,65
3.87,352,1339,31
3.8,255,40,5
3.4,336,2,0
4.2,144,3099,297
4.21,16,51,9
3.85,280,6609,514
4,265,12603,754
3.76,208,9691,829
3.55,258,805,46
4,272,714,63
3.9,306,7414,494
3.98,194,10615,814
3.98,249,1785,155
3.74,336,2078,303
4.08,317,32,1
4.14,361,420,20
4.14,358,33846,383
3.53,336,165,11
3.56,224,633,32
4.01,240,522,47
3.68,289,419,53
3.62,110,29,4
3.62,110,88,7
4.35,258,14,2
3.93,187,1993,166
4.11,599,342,12
3.24,346,3479,450
4.41,96,255,9
4.59,192,7335,120
3.99,2,122,4
3.83,318,271,26
3.89,343,109,8
3.85,499,153,8
4.04,277,5113,230
4.23,256,1506,44
3.99,330,1679,184
3.99,497,34223,1451
4.32,320,1960,36
4.1,365,1062,32
4.09,272,235,43
4.16,576,26681,1129
3.69,296,560,40
4.14,312,21626,825
4.36,464,1480,160
4,184,38,5
4.02,227,1819,118
4.17,112,86,11
3.97,140,1094,170
5,56,2,1
4.2,512,401,29
3.87,228,78,8
4.21,123,37,6
3.86,386,7410,204
3.81,421,24937,724
3.37,96,56,10
3.94,0,16,0
3.8,352,352,34
4.13,224,8087,30
4.6,2264,45,0
4.08,234,942,40
3.97,313,2612,222
3.94,528,1119,42
4.53,1002,37,2
4,496,2508,32
4.49,1262,30,2
4.08,178,2964,147
4.06,256,440,27
3.87,116,8255,384
4.25,484,49,2
3.96,455,88,8
3.96,393,93,7
4.11,370,60,5
3.59,264,14,2
4.02,304,2063,18
3.51,217,87,3
3.99,282,142,15
4.26,289,535,53
4.11,531,828,10
4.14,182,850,29
4.15,304,28648,296
4.1,208,741,11
4.08,182,772,12
4.13,184,1358,32
4.07,208,88,3
3.76,288,1805,229
4.35,208,251,11
4.28,240,240,6
4.25,323,243,3
4.21,208,293,5
4.18,208,284,4
4.27,232,244,4
4.19,232,266,4
3.9,192,65,1
4.59,134,1854,34
4.62,159,1688,30
4.61,151,1814,25
4.61,223,1637,72
4.61,152,55,3
4.52,132,37,3
4.59,144,26,2
4.61,223,24,4
4.62,160,23,2
4.56,144,29,3
4.45,132,43,4
3.57,223,2,0
3.83,283,397,31
4.65,612,14849,493
4.25,233,158629,3543
4.29,627,3494,191
4.22,478,147,4
4.23,654,817,37
4.05,0,1,0
4.2,1082,497,36
3.93,288,6223,575
4.3,62,539202,8276
3.84,322,24424,4090
4,394,16,1
4.18,406,94,15
4.49,1060,215,12
4.01,674,95,10
4.35,384,2633,106
4.32,400,6805,163
3.69,249,2403,214
4.26,1011,1959,60
3.98,498,48,6
4.21,608,33,5
4.11,304,2,0
3.94,320,4406,80
3.94,304,36,1
4.18,338,387742,3464
4.48,534,283,8
4.48,708,19,2
4.27,96,496,14
3.8,264,33836,1118
4.07,48,109,23
3.91,80,50,19
4.13,726,132,25
3.9,442,73,11
3.9,401,58,14
4.17,608,136,26
3.95,512,21,2
3.89,272,47,13
4.1,182,2,1
3.6,175,8,1
3.63,324,376,34
3.36,340,931,97
3.42,370,222,22
3.74,360,400,32
3.49,359,368,26
3.78,118,95,10
3.75,370,1003,75
3.36,360,554,66
3.68,98,21,6
3.42,423,5,0
3.97,611,7875,575
3.79,213,398,65
3.94,312,281,27
4.12,463,6,2
3.74,104,17246,606
3.98,160,33467,1070
3.84,336,1261,68
3.96,120,65713,2633
3.98,579,1053,88
3.61,160,9,1
3.73,192,3093,111
3.68,248,11460,373
3.89,160,19,1
3.85,255,11872,470
3.59,112,55,6
4.06,512,51,6
3.9,430,48,1
3.76,172,1988,112
3.76,134,40,1
4.29,1072,7584,46
4.24,48,6894,226
4.38,821,174162,1179
4.38,864,1824,113
4.38,1026,5,0
4.5,5,262,56
4.02,288,395,35
4.32,128,191,11
4.33,320,8,0
4.12,656,775,20
3.6,193,2911,119
3.68,192,2480,66
3.98,273,479,19
4.05,224,922,26
4.05,286,325,11
3.39,184,5095,187
3.84,208,44469,1013
3.62,160,8784,258
3.44,304,69,7
3.77,332,3784,192
4.25,140,1262,17
4.35,675,125,5
3.7,193,1038,46
4.13,672,1677,45
4.09,340,518,43
4,96,68,5
4.09,344,59187,861
3.82,556,10933,197
3.86,288,8369,252
3.53,76,219,5
3.58,358,12,2
3.74,393,19875,618
3.82,528,34,1
3.82,304,8305,1179
3.7,163,313,23
4.24,98,3089,66
4.32,456,19,6
4.17,448,102,6
4.12,446,6,1
3.79,209,3896,206
3.97,320,1203,77
0,285,0,0
4.04,163,44,0
3.78,148,1404,55
3.72,141,1820,136
3.75,160,16,2
4.11,160,2006,80
3.99,144,3232,251
4.13,160,2464,148
4.05,154,4511,362
4.04,233,768,46
4.04,208,901,14
4.01,208,1141,42
3.85,137,11,2
3.78,148,0,0
3.71,180,11,1
3.55,192,509,45
3.9,151,2,0
3.85,96,3456,221
3.73,188,54,7
4.22,377,2514,51
4.2,192,19,1
4.14,300,20623,275
4.23,344,41550,635
3.92,352,34136,114
3.76,640,15435,1158
4.3,777,35970,1430
4.3,882,46,3
4.3,777,312,24
4.3,843,58,5
4.3,936,17,3
4,40,26,3
4.18,114,926,37
3.97,40,175,17
3.74,281,292,14
3.79,128,52,11
3.79,176,3403,209
3.8,237,130122,2236
3.8,196,1540,35
3.71,224,33009,1249
3.82,148,65,8
4.15,157,3349,113
4.08,151,4436,145
3.95,160,21,0
4.08,160,3774,130
4.03,144,8080,292
4.03,160,5883,248
4.15,128,320,7
3.99,368,190,28
4,40,5200,157
4.01,80,616,29
4,32,3,0
4.16,184,1229902,13915
4.16,224,226,18
4.16,192,204,19
4.1,32,57,7
3.68,96,44,0
3.9,48,154,5
3.4,125,4,0
3.97,358,239779,1617
3.97,401,154,6
4.02,144,1511,112
4.13,10,358,23
3.49,104,3,1
3.49,104,18,2
4.07,239,367499,5859
4.33,12,21260,104
4.07,286,2684,264
4.01,208,65,5
4.07,357,3291,212
4.01,207,224,26
3.97,336,814,55
4.07,448,42936,1531
3.89,160,12,0
3.71,377,8152,614
3.87,769,7759,156
3.77,284,611,111
3.83,417,18,1
4.06,128,905,40
3.85,10,36,4
3.6,192,253,51
3.79,208,16388,1690
3.55,128,34,3
4.16,1463,559595,9943
4.16,1260,718,122
4.29,400,4565,340
4.16,1480,7958,471
4.16,1222,119,30
4.27,112,536,49
4.03,185,194,29
4.03,182,228,35
3.68,234,2497,251
3.55,250,168,14
3.96,163,6589,472
3.99,256,1086,70
3.78,176,3540,374
3.96,128,1063,19
3.96,144,969,26
3.87,144,589,11
4.04,144,457,17
3.95,112,116,5
3.9,112,221,36
3.93,118,29,2
3.96,97,23,0
4.07,252,61304,1708
3.98,274,500,73
3.98,232,357867,8508
3.98,232,133,7
3.26,128,66,9
3.93,240,220,26
4.4,98,4152,16
4.04,236,36,3
4.04,192,16,1
4.26,1016,331,20
4.26,1296,304,2
4.02,134,54174,1308
3.75,242,160,20
4.17,101,5327,426
4.17,144,4048,239
4.25,95,194,12
4.2,61,530,41
4.08,543,337,7
3.79,288,175,16
4.21,128,23,6
4.21,113,105,9
4.28,453,43122,806
4.28,12,71,19
4.14,132,65,3
3.74,208,129,0
3.54,351,9143,125
4.32,429,190,15
3.48,248,3926,471
3.97,410,2056,118
3.9,292,321,22
3.95,241,1281,20
3.95,448,104,11
